Gene,MeanTumor,MeanNormal,LogFC,PValue,Padj,AbsLogFC,ENSEMBL_clean,SYMBOL
ENSG00000243766,3.98376376297876,0.181138571510989,3.80262519146777,1.6216270755911e-55,6.81165197535135e-52,3.80262519146777,ENSG00000243766,
ENSG00000249173,5.79236857417516,11.0372383235868,-5.24486974941165,2.58624187574885e-54,9.64185454504181e-51,5.24486974941165,ENSG00000249173,LINC01093
ENSG00000164161,3.29141738183135,9.31449371917209,-6.02307633734075,1.14168848420384e-53,3.99034396335296e-50,6.02307633734075,ENSG00000164161,HHIP
ENSG00000182459,2.28458926674855,0.0857142857142857,2.19887498103426,2.670831075485e-53,8.78577737666307e-50,2.19887498103426,ENSG00000182459,TEX19
ENSG00000163217,1.47227983349379,8.59863618043115,-7.12635634693735,3.60372404939012e-53,1.11959697938886e-49,7.12635634693735,ENSG00000163217,BMP10
ENSG00000114812,5.71326271427702,10.0347763344254,-4.32151362014837,6.12425448875756e-53,1.80252926063316e-49,4.32151362014837,ENSG00000114812,VIPR1
ENSG00000172425,5.09540220290891,9.5421586532942,-4.4467564503853,3.31885218925738e-52,9.27984260638256e-49,4.4467564503853,ENSG00000172425,TTC36
ENSG00000288060,1.86255873026641,0.0285714285714286,1.83398730169498,1.86398985600507e-51,4.96371622511977e-48,1.83398730169498,ENSG00000288060,
ENSG00000100170,2.90685906829793,7.80419706356214,-4.89733799526421,2.22446655045078e-51,5.65439174701402e-48,4.89733799526421,ENSG00000100170,SLC5A1
ENSG00000164362,5.0066190794921,0.471707857266484,4.53491122222562,4.04216741217371e-51,9.82809069667731e-48,4.53491122222562,ENSG00000164362,TERT
ENSG00000156006,6.30032982898146,10.7311541174303,-4.43082428844882,1.48389077972416e-50,3.45758917432226e-47,4.43082428844882,ENSG00000156006,NAT2
ENSG00000146374,3.07541015172637,7.69003024461308,-4.61462009288671,6.90413355429592e-50,1.48497291008975e-46,4.61462009288671,ENSG00000146374,RSPO3
ENSG00000251350,3.3332017089401,0.171428571428571,3.16177313751153,6.79383828636988e-50,1.48497291008975e-46,3.16177313751153,ENSG00000251350,LINC02475
ENSG00000116882,8.79444625337984,13.0522803899605,-4.25783413658066,1.06799649548156e-49,2.2120185192711e-46,4.25783413658066,ENSG00000116882,HAO2
ENSG00000113600,10.8218134570484,15.892641166531,-5.07082770948261,2.31962082793015e-49,4.6327798549825e-46,5.07082770948261,ENSG00000113600,C9
ENSG00000175003,10.7753476803063,15.090956028587,-4.3156083482807,7.95679094383902e-49,1.53434366607367e-45,4.3156083482807,ENSG00000175003,SLC22A1
ENSG00000176595,6.43104800277702,9.80798104709485,-3.37693304431783,8.6827403979186e-49,1.61852069510801e-45,3.37693304431783,ENSG00000176595,KBTBD11
ENSG00000130812,6.0490994934951,9.3137673988981,-3.264667905403,1.8909056696644e-48,3.41107183416041e-45,3.264667905403,ENSG00000130812,ANGPTL6
ENSG00000175336,10.0623933804552,14.008918971216,-3.94652559076073,2.85554846289336e-48,4.99024941068508e-45,3.94652559076073,ENSG00000175336,APOF
ENSG00000138115,12.0437715636647,15.815787564748,-3.77201600108326,3.42130325299936e-48,5.79776122770394e-45,3.77201600108326,ENSG00000138115,CYP2C8
ENSG00000251026,3.51419781554346,0.147712142898352,3.36648567264511,1.81024243648827e-47,2.97742286862638e-44,3.36648567264511,ENSG00000251026,
ENSG00000253508,2.3876341098,0,2.3876341098,2.71416056873244e-47,4.33660820927588e-44,2.3876341098,ENSG00000253508,
ENSG00000224854,1.50180821962084,0.0285714285714286,1.47323679104941,8.96102006889851e-47,1.39199490081373e-43,1.47323679104941,ENSG00000224854,
ENSG00000285711,3.07414374035862,0.0285714285714286,3.04557231178719,4.96893377025672e-46,7.51007335946747e-43,3.04557231178719,ENSG00000285711,
ENSG00000170743,2.38718393696678,7.69203066332365,-5.30484672635687,6.85055226750484e-46,1.00814890500896e-42,5.30484672635687,ENSG00000170743,SYT9
ENSG00000183287,3.56661690196097,8.41109850790556,-4.84448160594459,1.09000382920194e-45,1.56295369581105e-42,4.84448160594459,ENSG00000183287,CCBE1
ENSG00000111700,5.75025597821594,11.0765044162391,-5.32624843802311,1.68291708886767e-44,2.35280223609145e-41,5.32624843802311,ENSG00000111700,SLCO1B3
ENSG00000237125,3.82276623947829,7.74178786222928,-3.91902162275099,2.08779907260679e-44,2.84765609117846e-41,3.91902162275099,ENSG00000237125,HAND2-AS1
ENSG00000170166,2.89668602045559,0.314285714285714,2.58240030616988,6.91991493053546e-44,9.21370197012867e-41,2.58240030616988,ENSG00000170166,HOXD4
ENSG00000159650,8.39827740096057,12.6715042243452,-4.27322682338461,7.31405333063673e-44,9.51201140362482e-41,4.27322682338461,ENSG00000159650,UROC1
ENSG00000143369,7.88916440181267,11.1971631259587,-3.30799872414599,1.44432665270079e-43,1.83567352437121e-40,3.30799872414599,ENSG00000143369,ECM1
ENSG00000134873,3.07745327015199,7.25767866419379,-4.1802253940418,1.72444621083521e-43,2.14298846671836e-40,4.1802253940418,ENSG00000134873,CLDN10
ENSG00000166840,10.7516060517175,13.5506463572872,-2.79904030556969,1.8216301294926e-43,2.21454782829315e-40,2.79904030556969,ENSG00000166840,GLYATL1
ENSG00000185652,3.73706036748233,7.62335278474801,-3.88629241726568,2.07469839929683e-43,2.46853795501016e-40,3.88629241726568,ENSG00000185652,NTF3
ENSG00000160868,11.2436788868844,16.8743343278736,-5.63065544098913,2.96826522017946e-43,3.38757811516073e-40,5.63065544098913,ENSG00000160868,CYP3A4
ENSG00000226363,2.8486731989191,0.216713214306319,2.63195998461278,2.93985369229966e-43,3.38757811516073e-40,2.63195998461278,ENSG00000226363,
ENSG00000198681,5.07966760864993,0.416713214306319,4.66295439434361,3.34339905027133e-43,3.73939123378547e-40,4.66295439434361,ENSG00000198681,MAGEA1
