Gene,MeanTumor,MeanNormal,LogFC,PValue,Padj,AbsLogFC,ENSEMBL_clean,SYMBOL
ENSG00000258503,0.0884615384615385,0,0.0884615384615385,9.92274769125993e-07,4.53127467246977e-06,0.0884615384615385,ENSG00000258503,
ENSG00000279417,0.0884615384615385,0,0.0884615384615385,9.9227476912601e-07,4.53127467246977e-06,0.0884615384615385,ENSG00000279417,
ENSG00000186648,5.54361308343193,6.64895869162052,-1.10534560818858,9.92713959409503e-07,4.53266474395384e-06,1.10534560818858,ENSG00000186648,CARMIL3
ENSG00000171530,12.0343110669089,11.5851631468542,0.449147920054688,9.92741278637148e-07,4.53266474395384e-06,0.449147920054688,ENSG00000171530,TBCA
ENSG00000171603,10.8260418227529,10.077847069496,0.748194753256877,9.92863336171933e-07,4.53285194590635e-06,0.748194753256877,ENSG00000171603,CLSTN1
ENSG00000283429,3.55962285195807,2.64717094115272,0.912451910805354,9.94719157757406e-07,4.54095385633548e-06,0.912451910805354,ENSG00000283429,MIR1244-3
ENSG00000202522,0.993988362966831,0.335853928633242,0.658134434333589,9.95502361988421e-07,4.54415827990503e-06,0.658134434333589,ENSG00000202522,
ENSG00000188938,10.4668017393038,10.0311753628346,0.435626376469104,9.96537721710171e-07,4.5485130977372e-06,0.435626376469104,ENSG00000188938,FAM120AOS
ENSG00000275092,1.42330972562995,0.548351223270593,0.874958502359353,9.97005716713829e-07,4.55027778422189e-06,0.874958502359353,ENSG00000275092,
ENSG00000222404,0.159580027164184,0,0.159580027164184,9.97278736162409e-07,4.5511523978843e-06,0.159580027164184,ENSG00000222404,RN7SKP281
ENSG00000005302,9.27012750303666,8.71313595332186,0.556991549714796,9.98844303688362e-07,4.55792502251004e-06,0.556991549714796,ENSG00000005302,MSL3
ENSG00000237756,0.477237307303926,0.114285714285714,0.362951593018212,1.00168299233172e-06,4.57050557255013e-06,0.362951593018212,ENSG00000237756,
ENSG00000165072,3.56709736354494,4.79332677591105,-1.22622941236612,1.00183724396103e-06,4.57083644911388e-06,1.22622941236612,ENSG00000165072,MAMDC2
ENSG00000250568,1.14535755290289,0.473856071449176,0.671501481453714,1.00426594159131e-06,4.58129012817126e-06,0.671501481453714,ENSG00000250568,
ENSG00000149806,13.2611921156867,12.8128382877555,0.448353827931239,1.00429233005349e-06,4.58129012817126e-06,0.448353827931239,ENSG00000149806,FAU
ENSG00000229500,0.255744158449947,0.0285714285714286,0.227172729878519,1.0052606021932e-06,4.58533306654552e-06,0.227172729878519,ENSG00000229500,RPL17P1
ENSG00000230867,0.114441875008321,0,0.114441875008321,1.00670387914259e-06,4.59154182606737e-06,0.114441875008321,ENSG00000230867,RPS11P4
ENSG00000212907,14.3390127464762,15.5011449231744,-1.16213217669812,1.00689184144167e-06,4.59202459281527e-06,1.16213217669812,ENSG00000212907,MT-ND4L
ENSG00000257660,4.5171160811786,3.75406177434103,0.763054306837569,1.00843128909883e-06,4.59867035382737e-06,0.763054306837569,ENSG00000257660,ADCY6-DT
ENSG00000166839,6.22014949382058,5.31630001317513,0.903849480645449,1.01237751619147e-06,4.61628958418617e-06,0.903849480645449,ENSG00000166839,ANKDD1A
ENSG00000213380,8.0202212433951,7.49597871550424,0.524242527890865,1.01338805767578e-06,4.62052074695026e-06,0.524242527890865,ENSG00000213380,COG8
ENSG00000087116,8.67970877175292,9.64292491986887,-0.963216148115958,1.0143368406243e-06,4.62446965607304e-06,0.963216148115958,ENSG00000087116,ADAMTS2
ENSG00000197779,7.2379607741982,6.54460942806194,0.693351346136256,1.01476169348622e-06,4.62596265688474e-06,0.693351346136256,ENSG00000197779,ZNF81
ENSG00000226552,0.513275488622532,0.102427500020604,0.410847988601928,1.01482976064272e-06,4.62596265688474e-06,0.410847988601928,ENSG00000226552,LOC646804
ENSG00000197446,0.821150694973346,0.261997857184066,0.55915283778928,1.01503516700747e-06,4.62652185258715e-06,0.55915283778928,ENSG00000197446,CYP2F1
ENSG00000276600,6.81003558106692,5.73270338424487,1.07733219682204,1.01541250713587e-06,4.6278645659374e-06,1.07733219682204,ENSG00000276600,RAB7B
ENSG00000167257,8.37543393782982,7.67366561219141,0.70176832563841,1.01569278636247e-06,4.62876472976627e-06,0.70176832563841,ENSG00000167257,RNF214
ENSG00000270612,0.0984037019258506,0,0.0984037019258506,1.01597903760635e-06,4.62969196064391e-06,0.0984037019258506,ENSG00000270612,
ENSG00000272305,3.09589572512467,1.99348251759645,1.10241320752822,1.01623364406943e-06,4.63020469760652e-06,1.10241320752822,ENSG00000272305,
ENSG00000100320,10.9530675190383,10.2764190448261,0.676648474212209,1.01625715207651e-06,4.63020469760652e-06,0.676648474212209,ENSG00000100320,RBFOX2
ENSG00000146701,13.6626238738671,13.2403742985912,0.422249575275913,1.01756506668259e-06,4.63578604146835e-06,0.422249575275913,ENSG00000146701,MDH2
ENSG00000232909,1.71365713433405,0.861532319831476,0.85212481450257,1.01788859112482e-06,4.63688219231688e-06,0.85212481450257,ENSG00000232909,
ENSG00000164112,1.67024921730929,0.684599603318836,0.985649613990457,1.01872820092026e-06,4.64032894451925e-06,0.985649613990457,ENSG00000164112,SMIM43
ENSG00000200534,4.42301795645384,3.19642926160337,1.22658869485047,1.0227381216092e-06,4.65783542932076e-06,1.22658869485047,ENSG00000200534,SNORA33
ENSG00000237772,1.6123344040201,0.804205854998349,0.808128549021754,1.02273548996758e-06,4.65783542932076e-06,0.808128549021754,ENSG00000237772,LINC02631
ENSG00000226926,0.36646872375925,0.0452846428777473,0.321184080881502,1.02566029308341e-06,4.67076342913767e-06,0.321184080881502,ENSG00000226926,PDZPH1P
ENSG00000182489,2.2349115705461,1.17085985540306,1.06405171514305,1.02858236102507e-06,4.68368885214917e-06,1.06405171514305,ENSG00000182489,XKRX
ENSG00000131480,5.55739279532662,4.87259239179661,0.684800403530017,1.03180899093525e-06,4.69799889196232e-06,0.684800403530017,ENSG00000131480,AOC2
ENSG00000100156,3.59400577483329,2.42989219573722,1.16411357909606,1.03260904964583e-06,4.70125891673809e-06,1.16411357909606,ENSG00000100156,SLC16A8
ENSG00000261790,3.19063612968095,2.05034930385419,1.14028682582676,1.03320833547123e-06,4.70360440705163e-06,1.14028682582676,ENSG00000261790,
ENSG00000252585,0.418160068567122,0.0857142857142857,0.332445782852836,1.0349636663587e-06,4.71121189663095e-06,0.332445782852836,ENSG00000252585,
ENSG00000260060,1.66897397512786,0.890615802917112,0.778358172210746,1.03593538531715e-06,4.71525139326925e-06,0.778358172210746,ENSG00000260060,
ENSG00000185904,3.96787458734382,2.93450768517906,1.03336690216476,1.03642762693113e-06,4.71710798024274e-06,1.03336690216476,ENSG00000185904,LINC00839
ENSG00000226038,2.41298517303098,1.3721636823117,1.04082149071928,1.03676530429148e-06,4.71826085177314e-06,1.04082149071928,ENSG00000226038,
ENSG00000092010,13.0837033318575,12.5983493251598,0.485354006697662,1.03715247248391e-06,4.71963874735497e-06,0.485354006697662,ENSG00000092010,PSME1
ENSG00000265728,0.94451310319294,0.283054017017386,0.661459086175554,1.03863162289108e-06,4.72598515991172e-06,0.661459086175554,ENSG00000265728,
ENSG00000250731,3.23267731445214,2.19301698024386,1.03966033420828,1.04271578599628e-06,4.74418291306517e-06,1.03966033420828,ENSG00000250731,
ENSG00000249738,0.869893259633188,0.285714285714286,0.584178973918902,1.04403418015529e-06,4.74979494164042e-06,0.584178973918902,ENSG00000249738,IL12B-AS1
ENSG00000249738,0.869893259633188,0.285714285714286,0.584178973918902,1.04403418015529e-06,4.74979494164042e-06,0.584178973918902,ENSG00000249738,LOC105377683
ENSG00000103047,9.35224702631009,9.954228624102,-0.601981597791909,1.04487991338914e-06,4.75325587867465e-06,0.601981597791909,ENSG00000103047,TANGO6
ENSG00000108352,8.06118895080266,7.26070912774958,0.800479823053077,1.04814661196229e-06,4.76772855329067e-06,0.800479823053077,ENSG00000108352,RAPGEFL1
ENSG00000170634,8.97837786408032,9.34928347638709,-0.370905612306776,1.0487206293673e-06,4.7699516092296e-06,0.370905612306776,ENSG00000170634,ACYP2
ENSG00000005381,2.07027060225746,3.28064389390185,-1.21037329164439,1.04923308226302e-06,4.77189430923166e-06,1.21037329164439,ENSG00000005381,MPO
ENSG00000162441,10.5119008467762,10.0920354173298,0.419865429446434,1.05175381839438e-06,4.78296958870053e-06,0.419865429446434,ENSG00000162441,LZIC
ENSG00000269243,1.52950534807489,0.659337588487167,0.870167759587724,1.0533442941163e-06,4.78981294646052e-06,0.870167759587724,ENSG00000269243,
ENSG00000165629,13.1992935412871,12.7956068258261,0.403686715461001,1.05386216459376e-06,4.79177819078073e-06,0.403686715461001,ENSG00000165629,ATP5F1C
ENSG00000240499,1.59829110822082,0.812416785940935,0.785874322279881,1.05428968160819e-06,4.79333232316204e-06,0.785874322279881,ENSG00000240499,
ENSG00000256282,1.2810475060843,0.487909017058595,0.793138489025709,1.05782716806941e-06,4.80902454213296e-06,0.793138489025709,ENSG00000256282,
ENSG00000125384,4.70456731852557,5.83337022293802,-1.12880290441245,1.05860474090806e-06,4.81182125125171e-06,1.12880290441245,ENSG00000125384,PTGER2
ENSG00000255198,7.43856825173967,6.46035046250976,0.97821778922991,1.05861444251189e-06,4.81182125125171e-06,0.97821778922991,ENSG00000255198,
ENSG00000248774,1.67352233876706,0.881417857348902,0.792104481418161,1.05905726167961e-06,4.81344279808575e-06,0.792104481418161,ENSG00000248774,
ENSG00000110328,9.26726344957772,8.44138863185972,0.825874817717995,1.06012172241614e-06,4.81788922884644e-06,0.825874817717995,ENSG00000110328,GALNT18
ENSG00000239919,0.105806826939719,0,0.105806826939719,1.06051220069529e-06,4.81927216701462e-06,0.105806826939719,ENSG00000239919,
ENSG00000234261,1.055201497803,0.37628357146978,0.678917926333217,1.06082658348728e-06,4.82030910878166e-06,0.678917926333217,ENSG00000234261,
ENSG00000274549,0.202456560606924,0,0.202456560606924,1.06177287582123e-06,4.82421699396122e-06,0.202456560606924,ENSG00000274549,
ENSG00000250576,0.158073782346459,0,0.158073782346459,1.06204893746116e-06,4.82507926563516e-06,0.158073782346459,ENSG00000250576,
ENSG00000172803,3.01786876941613,2.13166938010875,0.886199389307382,1.06435491184843e-06,4.8351629066115e-06,0.886199389307382,ENSG00000172803,SNX32
ENSG00000163754,9.646844003731,8.98604007001442,0.660803933716579,1.0659217572681e-06,4.84188745917852e-06,0.660803933716579,ENSG00000163754,GYG1
ENSG00000235790,1.37625603554336,0.614565000123627,0.761691035419731,1.06624773764423e-06,4.84297482005689e-06,0.761691035419731,ENSG00000235790,
ENSG00000171476,6.31536695513856,5.21093066027412,1.10443629486444,1.06769420631102e-06,4.84915093034392e-06,1.10443629486444,ENSG00000171476,HOPX
ENSG00000224356,2.31210205139111,1.24967410556637,1.06242794582475,1.06948948944365e-06,4.8569101208923e-06,1.06242794582475,ENSG00000224356,
ENSG00000172382,4.51575735739895,3.76526886101882,0.750488496380131,1.07074614630587e-06,4.86222216757749e-06,0.750488496380131,ENSG00000172382,PRSS27
ENSG00000070770,9.58058407970394,9.14645574742627,0.434128332277673,1.07123692022161e-06,4.8640557853713e-06,0.434128332277673,ENSG00000070770,CSNK2A2
ENSG00000155329,8.87225304421249,8.29309962609135,0.579153418121146,1.07204426166677e-06,4.8669312551493e-06,0.579153418121146,ENSG00000155329,ZCCHC10
ENSG00000146676,10.5237535983369,9.96945034916524,0.554303249171669,1.0719770755085e-06,4.8669312551493e-06,0.554303249171669,ENSG00000146676,PURB
ENSG00000163362,6.37335045934071,4.95154298530661,1.4218074740341,1.0747984009646e-06,4.87864254697584e-06,1.4218074740341,ENSG00000163362,INAVA
ENSG00000254996,4.51576940029293,3.65686010339609,0.858909296896842,1.07479758454165e-06,4.87864254697584e-06,0.858909296896842,ENSG00000254996,ANKHD1-EIF4EBP3
ENSG00000156564,1.89830179610309,0.825124924303017,1.07317687180007,1.0783472505573e-06,4.8943539441332e-06,1.07317687180007,ENSG00000156564,LRFN2
ENSG00000228801,7.6578266277426,6.85801168774892,0.799814939993678,1.07870094712747e-06,4.89556195140907e-06,0.799814939993678,ENSG00000228801,PCMTD1-DT
ENSG00000228801,7.6578266277426,6.85801168774892,0.799814939993678,1.07870094712747e-06,4.89556195140907e-06,0.799814939993678,ENSG00000228801,LOC124901944
ENSG00000233672,2.70897234159744,1.84390520218382,0.865067139413618,1.08170126316884e-06,4.90878017032603e-06,0.865067139413618,ENSG00000233672,
ENSG00000256481,0.454794463412544,0.0857142857142857,0.369080177698258,1.08280669139873e-06,4.91339790623171e-06,0.369080177698258,ENSG00000256481,
ENSG00000258245,1.00579284035552,0.38814178573489,0.61765105462063,1.08346567650372e-06,4.91598925447796e-06,0.61765105462063,ENSG00000258245,RPL10P13
ENSG00000158711,11.0083088977962,10.3770856414303,0.631223256365932,1.08437546133903e-06,4.91971803902329e-06,0.631223256365932,ENSG00000158711,ELK4
ENSG00000165899,1.97986176541543,0.98460170626554,0.995260059149886,1.08559567024967e-06,4.92485447162345e-06,0.995260059149886,ENSG00000165899,OTOGL
ENSG00000273729,4.85511547725378,4.36654378132213,0.488571695931642,1.0864076127252e-06,4.92813810178609e-06,0.488571695931642,ENSG00000273729,
ENSG00000154134,7.1289941784582,6.22973207331762,0.899262105140577,1.08869244261672e-06,4.93810193657329e-06,0.899262105140577,ENSG00000154134,ROBO3
ENSG00000217684,0.281725763445034,0.0285714285714286,0.253154334873605,1.08954589736118e-06,4.94157223619073e-06,0.253154334873605,ENSG00000217684,RPS3AP24
ENSG00000127472,6.20421508227962,7.1397420953165,-0.935527013036879,1.09159750896126e-06,4.95047570319775e-06,0.935527013036879,ENSG00000127472,PLA2G5
ENSG00000227777,1.09333887954328,0.313636569242855,0.779702310300422,1.09252159967121e-06,4.95426474998487e-06,0.779702310300422,ENSG00000227777,RPL7AP19
ENSG00000170017,12.0824810382766,11.3909492208857,0.691531817390885,1.09279716057245e-06,4.95511252846287e-06,0.691531817390885,ENSG00000170017,ALCAM
ENSG00000048471,8.80428171553944,8.08091617041976,0.723365545119671,1.0937531491791e-06,4.95904520904763e-06,0.723365545119671,ENSG00000048471,SNX29
ENSG00000204130,8.22229261028511,7.51335315177367,0.708939458511437,1.09501538263407e-06,4.96436564472333e-06,0.708939458511437,ENSG00000204130,RUFY2
ENSG00000164707,4.50829905445365,3.32240970049847,1.18588935395518,1.09512319107526e-06,4.96445193671454e-06,1.18588935395518,ENSG00000164707,SLC13A4
ENSG00000140675,2.8515278676783,1.89637666697574,0.955151200702557,1.0968554333684e-06,4.97190155992767e-06,0.955151200702557,ENSG00000140675,SLC5A2
ENSG00000181873,9.07942585637496,8.60662701781355,0.472798838561419,1.09751830422181e-06,4.97450304820005e-06,0.472798838561419,ENSG00000181873,IBA57
ENSG00000130119,9.53209295665517,8.8760311988838,0.656061757771374,1.09827256079045e-06,4.97751828709973e-06,0.656061757771374,ENSG00000130119,GNL3L
ENSG00000215158,5.43149984299504,4.17276091184055,1.2587389311545,1.10070568565076e-06,4.98814127657712e-06,1.2587389311545,ENSG00000215158,
ENSG00000175054,9.3989683856013,8.59907305515973,0.799895330441578,1.10445831575304e-06,5.00474174974002e-06,0.799895330441578,ENSG00000175054,ATR
ENSG00000273481,1.04196375293519,0.421568214347528,0.620395538587662,1.10635101109935e-06,5.01291210846683e-06,0.620395538587662,ENSG00000273481,
ENSG00000111737,10.4111510103294,9.80710995303123,0.604041057298167,1.10710985478407e-06,5.01594404109494e-06,0.604041057298167,ENSG00000111737,RAB35
ENSG00000163832,9.72409463867094,9.34977543548565,0.374319203185291,1.10750571739488e-06,5.01733107000622e-06,0.374319203185291,ENSG00000163832,ELP6
ENSG00000123240,12.3825505487972,11.6213304265242,0.761220122272933,1.10927096889441e-06,5.02492111158469e-06,0.761220122272933,ENSG00000123240,OPTN
ENSG00000174456,8.00313468910398,7.30310340222406,0.700031286879923,1.11132623411748e-06,5.03382355939718e-06,0.700031286879923,ENSG00000174456,C12orf76
ENSG00000143514,11.1786544363071,10.2807748197575,0.897879616549556,1.11351788265508e-06,5.04334227211773e-06,0.897879616549556,ENSG00000143514,TP53BP2
ENSG00000166579,9.78386075833166,10.3123320381951,-0.528471279863432,1.11429231821774e-06,5.04644112563755e-06,0.528471279863432,ENSG00000166579,NDEL1
ENSG00000102910,12.2641330464304,12.8670754846967,-0.602942438266336,1.11680161616102e-06,5.05739573884172e-06,0.602942438266336,ENSG00000102910,LONP2
ENSG00000239388,3.54482815188508,2.61174243021031,0.933085721674768,1.11762445045005e-06,5.06071210672615e-06,0.933085721674768,ENSG00000239388,ASB14
ENSG00000079974,8.11727777338271,7.65183747270345,0.465440300679259,1.12015744632613e-06,5.07177108845031e-06,0.465440300679259,ENSG00000079974,RABL2B
ENSG00000079974,8.11727777338271,7.65183747270345,0.465440300679259,1.12015744632613e-06,5.07177108845031e-06,0.465440300679259,ENSG00000079974,RABL2A
ENSG00000224679,0.492103176597207,0.0452846428777473,0.44681853371946,1.12181447676194e-06,5.07886246514582e-06,0.44681853371946,ENSG00000224679,
ENSG00000141252,9.9116784086109,9.47001591184726,0.441662496763641,1.12254934164603e-06,5.08177805258069e-06,0.441662496763641,ENSG00000141252,VPS53
ENSG00000197324,12.2079609973635,11.5170649817943,0.690896015569191,1.12408672392142e-06,5.08832586815071e-06,0.690896015569191,ENSG00000197324,LRP10
ENSG00000216775,8.82700626084152,7.72091852850681,1.10608773233471,1.12519006925942e-06,5.09290805771958e-06,1.10608773233471,ENSG00000216775,
ENSG00000126953,9.14366709684523,8.611529400936,0.532137695909231,1.12712261199502e-06,5.10124236872655e-06,0.532137695909231,ENSG00000126953,TIMM8A
ENSG00000100068,7.6710488534587,6.83048269185379,0.840566161604912,1.12753637744035e-06,5.10270205545189e-06,0.840566161604912,ENSG00000100068,
ENSG00000054282,8.99262981671944,8.42930567369803,0.56332414302141,1.12796760661775e-06,5.10424053222835e-06,0.56332414302141,ENSG00000054282,SDCCAG8
ENSG00000279368,3.40762783986145,2.24688031032243,1.16074752953902,1.12829503945629e-06,5.10530910239296e-06,1.16074752953902,ENSG00000279368,
ENSG00000101138,10.2164943903186,9.8024508788745,0.414043511444085,1.13009334322913e-06,5.11303235760997e-06,0.414043511444085,ENSG00000101138,CSTF1
ENSG00000267216,2.39557549653866,1.4021135807361,0.993461915802555,1.13157924167691e-06,5.11934102039123e-06,0.993461915802555,ENSG00000267216,ZNF8-ERVK3-1
ENSG00000237473,0.506548080256474,0.0738560714491759,0.432692008807299,1.1317331360036e-06,5.1196230732562e-06,0.432692008807299,ENSG00000237473,
ENSG00000065054,12.9451792835905,13.4565391106372,-0.511359827046665,1.13205835455312e-06,5.1206800374763e-06,0.511359827046665,ENSG00000065054,NHERF2
ENSG00000188649,3.53229046745763,2.50781054315037,1.02447992430726,1.13358085491844e-06,5.12684628021472e-06,1.02447992430726,ENSG00000188649,CC2D2B
ENSG00000160075,12.1478223580094,11.8573310830559,0.290491274953466,1.13360491854467e-06,5.12684628021472e-06,0.290491274953466,ENSG00000160075,SSU72
ENSG00000235857,0.335841290615879,0.0285714285714286,0.30726986204445,1.1338238351682e-06,5.12742168124502e-06,0.30726986204445,ENSG00000235857,
ENSG00000113593,9.07290917753258,8.45948052946816,0.613428648064422,1.13423120354578e-06,5.12884914406783e-06,0.613428648064422,ENSG00000113593,PPWD1
ENSG00000197251,0.65582429847795,0.171428571428571,0.484395727049379,1.1367073827945e-06,5.13963051913277e-06,0.484395727049379,ENSG00000197251,LINC00336
ENSG00000225325,0.124881280845498,0,0.124881280845498,1.13705547829411e-06,5.14078878301911e-06,0.124881280845498,ENSG00000225325,
ENSG00000010270,9.15817071275808,8.54480614471962,0.613364568038461,1.13806819436236e-06,5.14495146039872e-06,0.613364568038461,ENSG00000010270,STARD3NL
ENSG00000232553,0.593112903135804,0.171428571428571,0.421684331707233,1.13891711563408e-06,5.14837304506417e-06,0.421684331707233,ENSG00000232553,
ENSG00000224186,3.46552257966761,2.30020203378674,1.16532054588087,1.13981943825649e-06,5.15161700903029e-06,1.16532054588087,ENSG00000224186,PITX1-AS1
ENSG00000268660,0.887611058858562,0.285714285714286,0.601896773144277,1.13991110600016e-06,5.15161700903029e-06,0.601896773144277,ENSG00000268660,
ENSG00000233708,0.429755150421801,0.0857142857142857,0.344040864707515,1.13987078617969e-06,5.15161700903029e-06,0.344040864707515,ENSG00000233708,
ENSG00000172179,0.326653232598661,0.0285714285714286,0.298081804027233,1.14321365623544e-06,5.16612477446452e-06,0.298081804027233,ENSG00000172179,PRL
ENSG00000148735,2.78207068665472,1.38529029998705,1.39678038666767,1.1438834594202e-06,5.16873390576088e-06,1.39678038666767,ENSG00000148735,PLEKHS1
ENSG00000275759,3.48056364709623,2.34782441123368,1.13273923586255,1.14446896681557e-06,5.17096174858694e-06,1.13273923586255,ENSG00000275759,
ENSG00000100811,11.8322516313855,11.452890631228,0.379361000157539,1.14554653658626e-06,5.17541229754215e-06,0.379361000157539,ENSG00000100811,YY1
ENSG00000177169,11.3916048898978,10.7800768895193,0.611528000378558,1.14932517402676e-06,5.19206417173634e-06,0.611528000378558,ENSG00000177169,ULK1
ENSG00000273343,2.91152604823136,1.75388142159963,1.15764462663173,1.1503780176312e-06,5.19640060597511e-06,1.15764462663173,ENSG00000273343,
ENSG00000279748,1.42228753919581,0.676562857307693,0.745724681888121,1.15074916355398e-06,5.19765727520115e-06,0.745724681888121,ENSG00000279748,
ENSG00000278845,10.6853113769344,10.2851924837692,0.40011889316521,1.15931228723853e-06,5.23591194693533e-06,0.40011889316521,ENSG00000278845,MRPL45
ENSG00000248590,3.45728400039455,4.58259958492825,-1.1253155845337,1.16247774715971e-06,5.24978442838291e-06,1.1253155845337,ENSG00000248590,
ENSG00000244625,5.80771560974506,4.98946681449746,0.818248795247605,1.16311844862099e-06,5.25225370508583e-06,0.818248795247605,ENSG00000244625,MIATNB
ENSG00000153823,10.5469140283977,11.3177911082138,-0.770877079816113,1.1667615888456e-06,5.26827949708708e-06,0.770877079816113,ENSG00000153823,PID1
ENSG00000142657,12.2830730061351,11.6429348756837,0.640138130451359,1.16696954490757e-06,5.26836771537268e-06,0.640138130451359,ENSG00000142657,PGD
ENSG00000287789,0.372957848022982,0.0571428571428571,0.315814990880125,1.16692459387643e-06,5.26836771537268e-06,0.315814990880125,ENSG00000287789,
ENSG00000279491,4.87474585714771,4.11816969033138,0.75657616681633,1.16745082935846e-06,5.27011505322762e-06,0.75657616681633,ENSG00000279491,
ENSG00000237757,2.14671914743801,1.28011956726318,0.866599580174826,1.16873350640334e-06,5.27547946929433e-06,0.866599580174826,ENSG00000237757,
ENSG00000280420,1.30817266310204,0.528338659895134,0.779834003206909,1.16918974063192e-06,5.27711288745908e-06,0.779834003206909,ENSG00000280420,
ENSG00000124772,6.10666055745998,4.87136730265101,1.23529325480898,1.17111136937899e-06,5.28535953501829e-06,1.23529325480898,ENSG00000124772,CPNE5
ENSG00000237549,0.102903413469859,0,0.102903413469859,1.17709692175612e-06,5.31194432363181e-06,0.102903413469859,ENSG00000237549,RPS6P3
ENSG00000157613,6.54785493265377,5.36396191307215,1.18389301958162,1.17774502535854e-06,5.31444019269749e-06,1.18389301958162,ENSG00000157613,CREB3L1
ENSG00000233848,0.0907113942335429,0,0.0907113942335429,1.18077705994196e-06,5.32769200791305e-06,0.0907113942335429,ENSG00000233848,
ENSG00000258162,0.59844205413423,0.102427500020604,0.496014554113626,1.18223036212139e-06,5.33381898431243e-06,0.496014554113626,ENSG00000258162,PPFIA2-AS2
ENSG00000237927,3.54116074727373,2.33208230755208,1.20907843972166,1.18264152072236e-06,5.33524355613391e-06,1.20907843972166,ENSG00000237927,
ENSG00000266801,2.30988398168558,3.1410239598659,-0.831139978180318,1.18374181896411e-06,5.33977655885385e-06,0.831139978180318,ENSG00000266801,
ENSG00000214691,0.528821729731187,0.114285714285714,0.414536015445472,1.19108408321511e-06,5.37246363135629e-06,0.414536015445472,ENSG00000214691,LINC01913
ENSG00000101883,1.82640647399689,0.902474017182222,0.923932456814668,1.19130671113138e-06,5.37303443018703e-06,0.923932456814668,ENSG00000101883,RHOXF1
ENSG00000101883,1.82640647399689,0.902474017182222,0.923932456814668,1.19130671113138e-06,5.37303443018703e-06,0.923932456814668,ENSG00000101883,LINC01402
ENSG00000130734,8.51315080918584,7.94762457780816,0.565526231377676,1.1920700024534e-06,5.37604344170959e-06,0.565526231377676,ENSG00000130734,ATG4D
ENSG00000272865,0.689754673351116,0.159570357163462,0.530184316187654,1.19232718859878e-06,5.37676969928401e-06,0.530184316187654,ENSG00000272865,
ENSG00000131115,7.68584579431543,7.07008355523977,0.615762239075664,1.19395488266036e-06,5.38367561265384e-06,0.615762239075664,ENSG00000131115,ZNF227
ENSG00000267258,1.58090376729495,0.713820176933124,0.867083590361825,1.19457707327101e-06,5.38604685087975e-06,0.867083590361825,ENSG00000267258,PPIAP58
ENSG00000260657,0.966717530892317,0.323483659853925,0.643233871038392,1.19835064376401e-06,5.4026253386465e-06,0.643233871038392,ENSG00000260657,
ENSG00000187699,6.23506590596671,7.2162372016864,-0.981171295719689,1.19938223961012e-06,5.40684027436332e-06,0.981171295719689,ENSG00000187699,AKAP19
ENSG00000239392,0.6813993313673,0.17628357146978,0.50511575989752,1.1999363015335e-06,5.40890197117174e-06,0.50511575989752,ENSG00000239392,
ENSG00000226498,0.536043101985445,0.142857142857143,0.393185959128302,1.20238885677595e-06,5.41952040369347e-06,0.393185959128302,ENSG00000226498,RPSAP21
ENSG00000272861,3.53206615886627,4.09112237929241,-0.559056220426148,1.20662850860353e-06,5.4381914456904e-06,0.559056220426148,ENSG00000272861,
ENSG00000234690,4.23138038860175,3.12814938517739,1.10323100342436,1.20728557223793e-06,5.44071430177207e-06,1.10323100342436,ENSG00000234690,EPCAM-DT
ENSG00000234690,4.23138038860175,3.12814938517739,1.10323100342436,1.20728557223793e-06,5.44071430177207e-06,1.10323100342436,ENSG00000234690,LOC107985882
ENSG00000160352,5.33343155638666,4.07423433012694,1.25919722625972,1.20890884193338e-06,5.44759067353736e-06,1.25919722625972,ENSG00000160352,ZNF714
ENSG00000104953,6.6200954353805,5.62371968501772,0.99637575036278,1.20935781997398e-06,5.44898047008138e-06,0.99637575036278,ENSG00000104953,TLE6
ENSG00000221988,8.46705966708275,7.98413367516643,0.482925991916315,1.20941213823987e-06,5.44898047008138e-06,0.482925991916315,ENSG00000221988,PPT2
ENSG00000251095,2.17401670078806,0.918598773137238,1.25541792765082,1.2098619697346e-06,5.45056803927323e-06,1.25541792765082,ENSG00000251095,LOC105377329
ENSG00000287178,0.321405605041641,0.0285714285714286,0.292834176470213,1.21025786123098e-06,5.45191236634115e-06,0.292834176470213,ENSG00000287178,
ENSG00000261816,0.859157782857833,1.97384336295415,-1.11468558009632,1.21100345541171e-06,5.45483167406634e-06,1.11468558009632,ENSG00000261816,
ENSG00000286207,2.95382660442895,1.80338198414634,1.15044462028261,1.21132968985478e-06,5.45586170393517e-06,1.15044462028261,ENSG00000286207,
ENSG00000204396,7.1486744347807,6.17392645489038,0.974747979890318,1.2139022235959e-06,5.46700814592334e-06,0.974747979890318,ENSG00000204396,VWA7
ENSG00000242325,0.76236469718161,0.216713214306319,0.545651482875291,1.21491418044318e-06,5.47112504418937e-06,0.545651482875291,ENSG00000242325,RPS12P31
ENSG00000248383,1.64130898588122,3.23040300304405,-1.58909401716283,1.21630176962399e-06,5.47693272895667e-06,1.58909401716283,ENSG00000248383,PCDHAC1
ENSG00000198198,9.66948412691555,9.10360457327104,0.565879553644507,1.21717763486903e-06,5.48043540234668e-06,0.565879553644507,ENSG00000198198,SZT2
ENSG00000228414,0.793804969553012,0.261997857184066,0.531807112368946,1.21780763506483e-06,5.48283057467962e-06,0.531807112368946,ENSG00000228414,REL-DT
