Sample,Class,PC1,PC2
TCGA-G3-AAUZ-01A,Tumor,0.880044825270325,-2.61544407454834
TCGA-DD-A73E-01A,Tumor,-2.12645687125968,-0.863972925577476
TCGA-BD-A3EP-11A,Normal,8.88962294256191,0.541497253847567
TCGA-BD-A3EP-01A,Tumor,-0.422876778096322,0.159093803941362
TCGA-DD-AAEB-01A,Tumor,-2.35268940697572,-3.30935477379227
TCGA-UB-A7MC-01A,Tumor,-2.80796161506794,-1.96740630396277
TCGA-EP-A3RK-01A,Tumor,-2.84286267578742,-1.06108555244363
TCGA-EP-A3RK-11A,Normal,9.37429120583104,0.269032925462885
TCGA-MI-A75H-01A,Tumor,-0.594400324299777,-0.833966645314269
TCGA-2Y-A9H4-01A,Tumor,-2.25412829096427,-4.47569250490754
TCGA-DD-A1EA-01A,Tumor,-3.46901934923903,-1.48055865460144
TCGA-CC-A5UC-01A,Tumor,2.11792886536158,2.60920391270599
TCGA-FV-A496-01A,Tumor,-0.716262625525056,-3.02152354621544
TCGA-DD-AACV-01A,Tumor,-2.34977000169663,-4.68319507096873
TCGA-DD-AACU-01A,Tumor,0.544891720148045,-0.563788853001148
TCGA-ZS-A9CF-01A,Tumor,-2.05422551275518,-5.52295294318572
TCGA-DD-AAVV-01A,Tumor,-1.0606940770561,1.64386194177574
TCGA-DD-AAVR-01A,Tumor,0.623881355926555,2.01846457015217
TCGA-4R-AA8I-01A,Tumor,0.416614263825088,-2.562115072841
TCGA-DD-AACJ-01A,Tumor,-4.32871987763151,-2.25810533490915
TCGA-DD-AAVS-01A,Tumor,-1.58264956889578,1.53579044694071
TCGA-3K-AAZ8-01A,Tumor,-1.03756878546362,-2.40487084475068
TCGA-ED-A7PY-01A,Tumor,-2.66147093592004,1.66958250151356
TCGA-DD-A116-01A,Tumor,-0.514012816476762,1.30351205461007
TCGA-DD-A1EK-01A,Tumor,-0.751570516103068,-2.82619187446689
TCGA-DD-AAE6-01A,Tumor,-5.71911667524618,-2.00876623363489
TCGA-RC-A6M6-01A,Tumor,-4.47561060826684,1.85540137280521
TCGA-DD-AAC9-01A,Tumor,1.74634613893979,-0.0840629499176699
TCGA-UB-AA0U-01A,Tumor,3.7619442951387,0.027216698236779
TCGA-2Y-A9HB-01A,Tumor,-0.245376616865356,-2.80110070848037
TCGA-EP-A26S-01A,Tumor,-0.974599235902234,-1.80865293298665
TCGA-G3-A25S-01A,Tumor,-2.52247396738878,-1.79153667727453
TCGA-DD-AAEG-01A,Tumor,-0.846881974838898,0.250817599940375
TCGA-UB-A7ME-01A,Tumor,0.942000537725734,2.3046799777076
TCGA-YA-A8S7-01A,Tumor,-0.198122306493668,0.404065721396012
TCGA-DD-A4NQ-01A,Tumor,-3.8370265134234,-0.231030456063548
TCGA-DD-AADU-01A,Tumor,-3.16302808248398,-0.532562615299344
TCGA-DD-AAVY-01A,Tumor,-1.58981621633129,-1.59080890975057
TCGA-2Y-A9H2-01A,Tumor,1.14885437126615,1.86214018783257
TCGA-CC-5260-01A,Tumor,-3.34619583939435,8.09921746130422
TCGA-DD-A1EH-11A,Normal,9.71288906920982,0.501086225375539
TCGA-FV-A2QR-11A,Normal,8.91653149969046,1.32722982964924
TCGA-CC-A7IF-01A,Tumor,-1.107680939224,0.0373820480585983
TCGA-DD-A3A5-01A,Tumor,-0.80939743661694,-5.18736619171412
TCGA-DD-AACY-01A,Tumor,-1.79860582010609,-2.22053409153257
TCGA-DD-AACC-01A,Tumor,1.71634044671111,1.58185060808272
TCGA-CC-A7IH-01A,Tumor,2.39400201297245,-0.948998089931302
TCGA-BW-A5NO-01A,Tumor,-2.45780428238046,-3.01434838893167
TCGA-CC-A7IJ-01A,Tumor,-3.48983022046157,7.28045673563543
TCGA-G3-AAV1-01A,Tumor,-3.25147877699537,-0.424937117618033
TCGA-DD-AACI-01A,Tumor,-4.12125210316547,0.943292718435321
TCGA-CC-A9FS-01A,Tumor,1.3371320470928,-0.165284572612869
TCGA-GJ-A3OU-01A,Tumor,0.14780216336239,2.05830507167558
